selection_rank,name,source,session,duration_seconds,text_characters,annotation_pattern,expression,action,joint_speed_mean,joint_speed_p90,body_rotation_speed,body_rotation_p90,hand_rotation_speed,hand_rotation_p90,joint_positions_available,complexity_score,duration_bin,text_length_bin,complexity_bin
831,fbx_to_json_data_susu_retarget_maya/20250925/Human_0916_71_2_3_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250925,8.9,18,action-only,<unannotated>,旋转停止的瞬间，她提起一侧的脚尖轻轻点地，身体微微前倾，歪着头看你。,1.161744475364685,2.6113383769989014,0.017461225390434265,0.04515421763062477,0.011028364300727844,0.03369826078414917,True,0.47196077400357556,q5of5,q3of5,q3of5
832,fbx_to_json_data_susu_retarget_maya/20250826/Human_0825_200-8_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250826,8.1,18,expression-only,愕然,<unannotated>,0.007854989729821682,0.01775900460779667,0.007854989729821682,0.01775900460779667,0.012131043709814548,0.03134790435433388,False,0.18071037964034073,q5of5,q3of5,q1of5
833,fbx_to_json_data_susu_retarget_maya/20250915/Human_0912_204-7_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250915,7.75,22,expression+action,嘴角微翘，透出一种故作神秘的期待,双手抱胸，微微撅嘴,0.018457332625985146,0.04152492433786392,0.018457332625985146,0.04152492433786392,0.02231764607131481,0.0660860612988472,False,0.6659743400988537,q4of5,q4of5,q4of5
834,fbx_to_json_data_susu_retarget_maya/20250919/Human_0916_12_4_3_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250919,4.0,16,no-tags,<unannotated>,<unannotated>,0.8713633418083191,1.995240330696106,0.01606323942542076,0.04188114404678345,0.03496900945901871,0.11688876152038574,True,0.7919733936270902,q1of5,q2of5,q5of5
835,fbx_to_json_data_susu_retarget_maya/20251009/Human_0916_152_1_1_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20251009,6.3,13,action-only,<unannotated>,她将手臂弯成一个大大的钩子，朝屏幕前的你用力一勾，身体也跟着俏皮地晃动。,1.5806905031204224,4.1177215576171875,0.016374683007597923,0.04287360981106758,0.01011002529412508,0.02508068084716797,True,0.4219555158271112,q3of5,q1of5,q2of5
836,fbx_to_json_data_susu_retarget_maya/20250904/Human_0904_59-3_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250904,9.3,26,expression+action,露出略带困扰的苦笑,微微垂头,0.006761099677532911,0.015829280018806458,0.006761099677532911,0.015829280018806458,0.011252973228693008,0.032035455107688904,False,0.16166263539804396,q5of5,q5of5,q1of5
837,fbx_to_json_data_susu_retarget_maya/20250929/Human_0916_127_0_7_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250929,4.25,18,action-only,<unannotated>,她突然挺直身体，将这个笨拙的“彩虹”定格，像是在展示自己的作品。,0.01516012754291296,0.03011242486536503,0.01516012754291296,0.03011242486536503,0.019604776054620743,0.05257030576467514,False,0.4915869176569566,q1of5,q3of5,q3of5
838,fbx_to_json_data_susu_retarget_maya/20250902/Human_0901_1-2_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250902,6.05,13,expression-only,若有所思地皱眉,<unannotated>,0.009912466630339622,0.0229201503098011,0.009912466630339622,0.0229201503098011,0.01656554639339447,0.04181726276874542,False,0.2948259543590283,q3of5,q1of5,q2of5
839,fbx_to_json_data_susu_retarget_maya/20250910/Human_0910_6-7_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250910,7.5,16,expression+action,有点不好意思地笑,身体微微向后倾，手指轻轻绞在一起,0.018014393746852875,0.04345563054084778,0.018014393746852875,0.04345563054084778,0.03704829514026642,0.10281414538621902,False,0.8182379850667788,q4of5,q2of5,q5of5
840,fbx_to_json_data_susu_retarget_maya/20250917/Human_0916_39_3_11_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250917,5.55,23,action-only,<unannotated>,被“抓到”后，她不好意思地转过身去，双臂背在身后，肩膀微微耸动。,1.5299327373504639,4.301170825958252,0.023497913032770157,0.05326661840081215,0.019692469388246536,0.059422567486763,True,0.6960511094752341,q2of5,q5of5,q4of5
841,fbx_to_json_data_susu_retarget_maya/20250911/Human_0910_99-9_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250911,9.15,22,expression-only,故作矜持,<unannotated>,0.01680724136531353,0.040547050535678864,0.01680724136531353,0.040547050535678864,0.029375648126006126,0.09108242392539978,False,0.7514985802923546,q5of5,q4of5,q5of5
842,fbx_to_json_data_susu_chonglu/20260115/Human_96_29_01_A,fbx_to_json_data_susu_chonglu,fbx_to_json_data_susu_chonglu/20260115,4.85,15,expression+action,垂眸后抬眼,双手悬空交叠,0.6705468893051147,1.6716516017913818,0.007476815953850746,0.010992182418704033,0.009484723210334778,0.02412431314587593,True,0.125026290882322,q2of5,q1of5,q1of5
843,fbx_to_json_data_susu_retarget_maya/20250814/Human_0814_16-5_02,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250814,6.7,19,action-only,<unannotated>,脸颊比心,0.01291133463382721,0.023851167410612106,0.01291133463382721,0.023851167410612106,0.02321561612188816,0.07163788378238678,False,0.5025896519087181,q4of5,q3of5,q3of5
844,fbx_to_json_data_susu_retarget_maya/20250928/Human_0916_99_0_14_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250928,4.25,57,no-tags,<unannotated>,<unannotated>,1.4601871967315674,4.812450408935547,0.020210757851600647,0.04490065947175026,0.023615678772330284,0.06395792216062546,True,0.700954359028289,q1of5,q5of5,q4of5
845,fbx_to_json_data_susu_retarget_maya/20251015/Human_0916_252_0_2_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20251015,6.25,17,action-only,<unannotated>,身体像不倒翁一样，以脚为轴心，夸张地向左侧倾斜，又慢慢悠悠晃到右侧。,0.8056106567382812,1.6801984310150146,0.013493511825799942,0.03231947869062424,0.010136254131793976,0.026265474036335945,True,0.32245767167946154,q3of5,q2of5,q2of5
846,fbx_to_json_data_susu_retarget_maya/20250829/Human_0826_262-9_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250829,8.05,18,expression-only,得意,<unannotated>,0.013914112001657486,0.033138759434223175,0.013914112001657486,0.033138759434223175,0.024929599836468697,0.07415184378623962,False,0.6010358607634871,q5of5,q3of5,q4of5
847,fbx_to_json_data_susu_retarget_maya/20250821/Human_0819_178-2_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250821,4.15,14,action-only,<unannotated>,指尖轻敲,0.015167071484029293,0.03144846856594086,0.015167071484029293,0.03144846856594086,0.011537924408912659,0.035826828330755234,False,0.3792328320538437,q1of5,q1of5,q2of5
848,fbx_to_json_data_susu_retarget_maya/20250909/Human_0908_58-1_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250909,7.1,17,expression+action,眼中闪着探询的光芒,微微倾身向前,0.013369033113121986,0.03304861858487129,0.013369033113121986,0.03304861858487129,0.023957345634698868,0.06514856219291687,False,0.5589178672836261,q4of5,q2of5,q3of5
849,fbx_to_json_data_susu_retarget_maya/20251119/Human_0916_322_2_3-1_01_XC,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20251119,5.15,23,action-only,<unannotated>,夸张地叹一口气，整个身体都跟着软下来，然后又立刻挺直，恢复叉腰的姿态。,1.5110633373260498,3.540670394897461,0.028698215261101723,0.07161954045295715,0.021212615072727203,0.05996493995189667,True,0.7557708486696814,q2of5,q5of5,q5of5
850,fbx_to_json_data_susu_retarget_maya/20250820/Human_0819_92-5_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250820,5.7,10,action-only,<unannotated>,轻咬下唇,0.007445045281201601,0.017705565318465233,0.007445045281201601,0.017705565318465233,0.014364703558385372,0.03248973563313484,False,0.19869334314859607,q3of5,q1of5,q1of5
851,fbx_to_json_data_susu_retarget_maya/20250903/Human_0901_289-5_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250903,11.15,20,expression+action,眼中闪过一丝温暖和小心翼翼的期待，脸颊微微泛红,双手背在身后，轻晃身体,0.012925577349960804,0.03188673034310341,0.012925577349960804,0.03188673034310341,0.03462442755699158,0.09822583198547363,False,0.6707198443579767,q5of5,q4of5,q4of5
852,fbx_to_json_data_susu_retarget_maya/20250901/Human_0829_127-10_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250901,7.3,18,expression-only,明媚,<unannotated>,0.01791365072131157,0.044273510575294495,0.01791365072131157,0.044273510575294495,0.0262737013399601,0.07826025784015656,False,0.7350273425176149,q4of5,q3of5,q5of5
853,fbx_to_json_data_susu_retarget_maya/20250812/Human_0811_90-2_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250812,5.2,12,action-only,<unannotated>,双脚并拢站直,0.004186725243926048,0.009352284483611584,0.004186725243926048,0.009352284483611584,0.0021052821539342403,0.0058073322288692,False,0.036386581133662846,q2of5,q1of5,q1of5
854,fbx_to_json_data_susu_retarget_maya/20251110/Human_1021_262_2_13_02_XC,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20251110,4.4,16,no-tags,<unannotated>,<unannotated>,0.6309728622436523,1.863411545753479,0.010225378908216953,0.025170180946588516,0.014471611008048058,0.03625328838825226,True,0.27859133452518664,q1of5,q2of5,q2of5
855,fbx_to_json_data_susu_retarget_maya/20251121/Human_1119_57_0_12_01_XG,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20251121,5.85,25,action-only,<unannotated>,突然停下挥舞的动作，双手撑住膝盖，用力眨眼后，猛地凑近屏幕,0.8916820287704468,2.2795093059539795,0.016631487756967545,0.04018775373697281,0.012891197577118874,0.03267771750688553,True,0.45257124829109263,q3of5,q5of5,q3of5
856,fbx_to_json_data_susu_retarget_maya/20250905/Human_0904_145-6_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250905,6.75,20,expression+action,有些羞涩又带点调皮,双手轻握，身体微微向前倾,0.011184589937329292,0.02310788258910179,0.011184589937329292,0.02310788258910179,0.013701826333999634,0.035935450345277786,False,0.2736880849721317,q4of5,q4of5,q2of5
857,fbx_to_json_data_susu_chonglu/20260119/Human_345_35_01_A,fbx_to_json_data_susu_chonglu,fbx_to_json_data_susu_chonglu/20260119,4.65,17,expression+action,眉眼弯弯,歪头注视,0.2084648460149765,0.4397599995136261,0.00525633106008172,0.010824905708432198,0.003095333930104971,0.007485233247280121,True,0.05033389420548954,q2of5,q2of5,q1of5
858,fbx_to_json_data_susu_retarget_maya/20250805/Human_susu_250804_30-4_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250805,5.65,19,expression-only,调皮,<unannotated>,0.011404122225940228,0.02632381208240986,0.011404122225940228,0.02632381208240986,0.021918481215834618,0.0676819309592247,False,0.468214323272689,q3of5,q3of5,q3of5
859,fbx_to_json_data_susu_retarget_maya/20251112/Human_1021_303_1_1_02_XG,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20251112,4.15,20,action-only,<unannotated>,双臂紧紧环抱在胸前，肩膀向内缩，身体夸张地左右小幅度发抖。,1.9576375484466553,4.904546737670898,0.022549860179424286,0.05521666631102562,0.028241561725735664,0.07358869165182114,True,0.806170470080976,q1of5,q4of5,q5of5
860,fbx_to_json_data_susu_retarget_maya/20250822/Human_0819_245-8_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250822,9.8,27,action-only,<unannotated>,眼神闪烁,0.011942407116293907,0.028269179165363312,0.011942407116293907,0.028269179165363312,0.03536026552319527,0.10022842139005661,False,0.6320985382269428,q5of5,q5of5,q4of5
861,fbx_to_json_data_susu_retarget_maya/20250815/Human_0814_84-2_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250815,5.6,12,expression-only,发呆,<unannotated>,0.006691465154290199,0.012321928516030312,0.006691465154290199,0.012321928516030312,0.021287258714437485,0.06305041909217834,False,0.33524818592911976,q2of5,q1of5,q2of5
862,fbx_to_json_data_susu_chonglu/20260116/Human_239_89_01_A,fbx_to_json_data_susu_chonglu,fbx_to_json_data_susu_chonglu/20260116,9.95,34,expression+action,温柔注视,头微低,0.22381015121936798,0.2603150010108948,0.003576615359634161,0.006461298558861017,0.004236576147377491,0.007555101998150349,True,0.04218372068566621,q5of5,q5of5,q1of5
863,fbx_to_json_data_susu_retarget_maya/20251024/Human_0916_106_3_5_01_XG,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20251024,7.4,16,no-tags,<unannotated>,<unannotated>,1.0539257526397705,2.2604265213012695,0.01557273231446743,0.033920593559741974,0.027181755751371384,0.07714441418647766,True,0.6572983489325902,q4of5,q2of5,q4of5
864,fbx_to_json_data_susu_retarget_maya/20251013/Human_0916_200_0_1_02,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20251013,4.3,18,action-only,<unannotated>,身体大幅度左右摇摆，双臂交叠在身前，模仿用力搓洗衣物的动作。,2.3410937786102295,4.726988792419434,0.04148416593670845,0.10017036646604538,0.03679700568318367,0.10025034844875336,True,0.9568172257860974,q1of5,q3of5,q5of5
865,fbx_to_json_data_susu_retarget_maya/20250912/Human_0912_63-8_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250912,6.4,16,expression+action,眼睛里闪烁着憧憬和羡慕，和一丝丝只有自己才懂的遗憾。,轻轻歪头看着他,0.017182139679789543,0.04412788152694702,0.017182139679789543,0.04412788152694702,0.01754007674753666,0.04923916980624199,False,0.5648596066884005,q3of5,q2of5,q3of5
866,fbx_to_json_data_susu_retarget_maya/20251113/Human_1021_314_3_6_01_XG,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20251113,3.75,20,action-only,<unannotated>,踮起脚尖轻盈地旋转半圈，背对着屏幕，肩膀不易察觉地颤抖一下。,2.1418368816375732,5.716856956481934,0.024254092946648598,0.06338406354188919,0.011424832977354527,0.029696421697735786,True,0.556275633610264,q1of5,q4of5,q3of5
867,fbx_to_json_data_susu_retarget_maya/20250804/Human_723-3_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250804,15.95,47,expression-only,梦想,<unannotated>,0.009701586328446865,0.02211928367614746,0.009701586328446865,0.02211928367614746,0.02205553837120533,0.06483998149633408,False,0.4104269639289094,q5of5,q5of5,q2of5
868,fbx_to_json_data_susu_retarget_maya/20251107/Human_0916_199_0_3_01_XC,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20251107,6.45,19,no-tags,<unannotated>,<unannotated>,1.6676417589187622,5.014084339141846,0.02406480349600315,0.05724306032061577,0.013728144578635693,0.035712648183107376,True,0.5797271006414975,q3of5,q3of5,q4of5
869,fbx_to_json_data_susu_retarget_maya/20250819/Human_0814_218-4_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250819,5.15,14,action-only,<unannotated>,指尖轻触,0.00722600519657135,0.011970575898885727,0.00722600519657135,0.011970575898885727,0.017966266721487045,0.04874878004193306,False,0.26122620675149855,q2of5,q1of5,q1of5
870,fbx_to_json_data_susu_retarget_maya/20250916/Human_0915_77-6_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250916,6.85,21,expression-only,带着一丝好奇和坏笑,<unannotated>,0.025440974161028862,0.06583693623542786,0.025440974161028862,0.06583693623542786,0.024539200589060783,0.06774187833070755,False,0.7929855925964875,q4of5,q4of5,q5of5
871,fbx_to_json_data_susu_retarget_maya/20251125/Human_1119_102_1_1_02_XC,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20251125,6.95,29,action-only,<unannotated>,双臂伸直高举过头顶，像失灵的雨刮器一样左右大幅度摆动,1.8156801462173462,6.248330116271973,0.018794313073158264,0.04720000922679901,0.006850596982985735,0.016763359308242798,True,0.43007939846461246,q4of5,q5of5,q2of5
872,fbx_to_json_data_susu_retarget_maya/20250915/Human_0912_160-1_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250915,8.15,19,expression+action,眼神闪烁着好奇和一点点坏笑,眨了眨眼睛，故作狡黠地歪着头,0.017075655981898308,0.037008944898843765,0.017075655981898308,0.037008944898843765,0.0276919137686491,0.07765904814004898,False,0.7008886318224838,q5of5,q3of5,q4of5
873,fbx_to_json_data_susu_retarget_maya/20251103/Human_0916_146_2_12_01_XC,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20251103,5.15,21,action-only,<unannotated>,原地转了半个圈，然后停下来，低头看着自己的脚尖,1.6556159257888794,4.208179950714111,0.018710779026150703,0.04753817990422249,0.01660654880106449,0.04602101817727089,True,0.5747975602061205,q2of5,q4of5,q3of5
874,fbx_to_json_data_susu_chonglu/20260115/Human_152_145_01_A,fbx_to_json_data_susu_chonglu,fbx_to_json_data_susu_chonglu/20260115,4.2,17,expression+action,好奇,头部微向右倾,0.13413897156715393,0.2696551978588104,0.003218714613467455,0.007263130974024534,0.0015305844135582447,0.003935653250664473,True,0.02242612262067515,q1of5,q2of5,q1of5
875,fbx_to_json_data_susu_retarget_maya/20250828/Human_0826_197-8_01,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20250828,5.95,18,expression-only,欲拒还迎,<unannotated>,0.01764179952442646,0.04192885011434555,0.01764179952442646,0.04192885011434555,0.02674035169184208,0.07914413511753082,False,0.7282574403196971,q3of5,q3of5,q5of5
876,fbx_to_json_data_susu_retarget_maya/20251029/Human_1021_55_0_2_01_XC,fbx_to_json_data_susu_retarget_maya,fbx_to_json_data_susu_retarget_maya/20251029,4.65,15,action-only,<unannotated>,双臂交叉抱在胸前，下巴微扬，用审视的目光上下打量你,0.7391102313995361,2.7496795654296875,0.01219519879668951,0.030599255114793777,0.0051485393196344376,0.012094348669052124,True,0.23275318119676097,q2of5,q1of5,q1of5
